ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS_IN_SOURCE	TOKENS	COGID
583	Nubri	Salt	tsʰa	tsʰa	tsʰ a	tsʰ a	1380
584	Nubri	Meat	ɕja	ɕja	ɕ j a	ɕ.j a	1325
585	Nubri	Fish	ɲa	ɲa	ɲ a	ɲ a	1255
586	Nubri	Egg	koõ	koõ	k o + !Ø/ŋ õ/o	k o + !Ø/ŋ õ/o	1242
587	Nubri	Horns	adkjo	adkjo	!a/ɹ !d/a + k j o	!a/ɹ.!d/a + k.j o	1292
588	Nubri	Tail	ŋõ	ŋõ	ŋ !õ/o	ŋ !õ/o	1419
589	Nubri	Goat	ɹatse	ɹatse	ɹ a + ts e	ɹ a + ts e	1269
590	Nubri	Dog	kʰji	kʰji	!kʰj/kʰ i	!kʰj/kʰ i	1231
591	Nubri	Snake	tul	tul	t̪ u l	t̪ u.l	1401
592	Nubri	Mosquito	t̪ukɖaŋ	t̪ukɖaŋ	t̪ u k + ɖ a ŋ	t̪ u.k + ɖ a.ŋ	1333
593	Nubri	Ant	hɹomo	hɹomo	h ɹ o + m o	h.ɹ o + m o	1183
594	Nubri	Spider	pabla	pabla	p a bl/l + !Ø/b a	p a.bl/l + !Ø/b a	748
595	Nubri	Name	min̪	min̪	m i n	m i.n	1344
596	Nubri	Woman	põbetsa	põbetsa	p !õ/o + !b/p e + ts a	p !õ/o + !b/p e + ts a	1134
597	Nubri	Father	jɛ	jɛ	j ɛ	j ɛ	277
598	Nubri	Mother	aã	aã	a + !Ø/m !ã/a	a + !Ø/m !ã/a	1338
599	Nubri	Son	puh	puh	p u h	p u.h	1403
600	Nubri	Daughter	poõ	poõ	p o/u Ø/h + Ø/m õ/o	p o/u.Ø/h + Ø/m õ/o	1227
601	Nubri	Husband	kʰjoka	kʰjoka	kʰ j o + k a	kʰ.j o + k a	1304
602	Nubri	Wife	ɕɛt̪aŋ	ɕɛt̪aŋ	ɕ ɛ + t̪ a ŋ	ɕ ɛ + t̪ a.ŋ	1125
603	Nubri	Morning	tõŋkõ	tõŋkõ	t̪ !õ/o ŋ + k !õ/o	t̪ !õ/o.ŋ + k !õ/o	507
604	Nubri	Yesterday	t̪aŋ	t̪aŋ	t̪ a ŋ	t̪ a.ŋ	1151
605	Nubri	Today	t̪iɹiŋ	t̪iɹiŋ	t̪ i + ɹ i ŋ	t̪ i + ɹ i.ŋ	1438
606	Nubri	Tomorrow	ŋaɹo	ŋaɹo	ŋ a !Ø/ɹ + ɹ o	ŋ a.!Ø/ɹ + ɹ o	1028
607	Nubri	Year	lo	lo	l o	l o	1494
608	Nubri	New	sampa	sampa	s a + ⁿp/p a	s a + ⁿp/p a	1349
609	Nubri	Good	koŋ	koŋ	k o ŋ	k o.ŋ	335
610	Nubri	Bad	ɦawɛ	ɦawɛ	ɦ a + w ɛ	ɦ a + w ɛ	40
611	Nubri	Wet	lompa	lompa	l o m + p a	l o.m + p a	1462
612	Nubri	Dry	kombo	kombo	k o m + b o	k o.m + b o	1234
613	Nubri	Long	ɹiŋpo	ɹiŋpo	ɹ i ŋ + p o	ɹ i.ŋ + p o	1321
614	Nubri	Short	t̪ɛ̃n̪d̪ɛ̃	t̪ɛ̃n̪d̪ɛ̃	t̪ ɛ̃ + ⁿd̪/d̪ !ɛ̃/ɛ	t̪ ɛ̃ + ⁿd̪/d̪ !ɛ̃/ɛ	1386
615	Nubri	Hot	tsʰawo	tsʰawo	tsʰ a + w o	tsʰ a + w o	1296
616	Nubri	Cold	taŋmo	taŋmo	t̪ a ŋ + m o	t̪ a.ŋ + m o	179
617	Nubri	Right	je	je	j e	j e	1365
618	Nubri	Left	jon̪	jon̪	j o n	j o.n	1317
619	Nubri	Near	t̪ʰaɲiw	t̪ʰaɲiw	t̪ʰ a + ɲ i w	t̪ʰ a + ɲ i.w	1345
620	Nubri	Far	t̪ʰaɹiŋpo	t̪ʰaɹiŋpo	t̪ʰ a + ɹ i ŋ + p o	t̪ʰ a + ɹ i.ŋ + p o	1247
621	Nubri	Big	tɕjɔ̃mpu	tɕjɔ̃mpu	tɕʰj/tɕʰ !ɔ̃/ɔ + ⁿp/p u	tɕʰj/tɕʰ !ɔ̃/ɔ + ⁿp/p u	1195
622	Nubri	Small	tɛtɛ	tɛtɛ	t̪ ɛ + t̪ ɛ	t̪ ɛ + t̪ ɛ	14
623	Nubri	Heavy	tsʰint̪i	tsʰint̪i	!tsʰ/tɕ i + ⁿt̪/t̪ i	!tsʰ/tɕ i + ⁿt̪/t̪ i	1290
624	Nubri	Light	jaŋpo	jaŋpo	j a ŋ + p o	j a.ŋ + p o	1319
625	Nubri	Above	kaŋ	kaŋ	k a ŋ	k a.ŋ	6
626	Nubri	White	kaɹpo	kaɹpo	k a ɹ + p o	k a.ɹ + p o	1472
627	Nubri	Black	n̪akpo	n̪akpo	!n̪/n a k + p o	!n̪/n a.k + p o	1203
628	Nubri	Red	maɹpo	maɹpo	m a ɹ + p o	m a.ɹ + p o	1360
629	Nubri	One	tɕik	tɕik	tɕ i k	tɕ i.k	1354
630	Nubri	Two	ɲi	ɲi	ɲ i	ɲ i	1452
631	Nubri	Three	sum	sum	s u m	s u.m	1433
632	Nubri	Four	ɕi	ɕi	ɕ i	ɕ i	1230
633	Nubri	Five	ŋa	ŋa	ŋ a	ŋ a	1310
634	Nubri	Six	tuk	tuk	t̪ u k	t̪ u.k	1388
635	Nubri	Seven	t̪yn̪	t̪yn̪	t̪ y n	t̪ y.n	1384
636	Nubri	Eight	ke	ke	k e	k e	1245
637	Nubri	Eight	kxe	kxe	!kx/k e	!kx/k e	1245
638	Nubri	Nine	ku	ku	k u	k u	1351
639	Nubri	Ten	tɕju	tɕju	tɕj/tɕ u	tɕj/tɕ u	1422
640	Nubri	Twenty	ɲiɕu	ɲiɕu	ɲ i + ɕ/tɕ u	ɲ i + ɕ/tɕ u	1451
641	Nubri	One Hundred	kjat̪ʰamba	kjat̪ʰamba	k j a + t̪ʰ a m + b a	k.j a + t̪ʰ a.m + b a	1303
642	Nubri	Who	su	su	s u	s u	1474
643	Nubri	What	tɕi	tɕi	tɕ i	tɕ i	1464
644	Nubri	Where	kønt̪a	kønt̪a	k ø n + t̪ a	k ø.n + t̪ a	1100
645	Nubri	This	t̪i	t̪i	!t̪/d̪ i	!t̪/d̪ i	1428
646	Nubri	This	d̪i	d̪i	d̪ i	d̪ i	1428
647	Nubri	That	pʰu	pʰu	pʰ u	pʰ u	118
648	Nubri	Many	aŋsaŋ	aŋsaŋ	a ŋ + s a ŋ	a.ŋ + s a.ŋ	477
649	Nubri	All	tɕjapt̪a	tɕjapt̪a	tɕj/tɕ a p + t̪ a	tɕj/tɕ a.p + t̪ a	10
650	Nubri	To eat	seji	seji	s e + j i	s e + j i	1240
651	Nubri	To bite	soɡjap	soɡjap	s o + g j a p	s o + g.j a.p	1198
652	Nubri	To drink	t̪ʰuŋ	t̪ʰuŋ	t̪ʰ u ŋ	t̪ʰ u.ŋ	1232
653	Nubri	To sleep	ɲal	ɲal	ɲ a l	ɲ a.l	1394
654	Nubri	To give	t̪e	t̪e	t̪ e	t̪ e	1268
655	Nubri	To die	ɕi	ɕi	ɕ i	ɕ i	1230
656	Nubri	To kill	se	se	s e	s e	1311
657	Nubri	To fly	pʰuɹ	pʰuɹ	pʰ u ɹ	pʰ u.ɹ	1259
658	Nubri	To walk	kombaɡjap	kombaɡjap	k o m + b a g/k + j a p	k o.m + b a.g/k + j a.p	1013
659	Nubri	To run	lat̪aŋ	lat̪aŋ	l a + t̪ a ŋ	l a + t̪ a.ŋ	7
660	Nubri	To come	oŋ	oŋ	o ŋ	o.ŋ	1223
661	Nubri	I	ŋa	ŋa	ŋ a	ŋ a	1310
662	Nubri	You (informal)	kʰjo	kʰjo	kʰ j o	kʰ.j o	1430
663	Nubri	We (inclusive)	woɹoŋd̪o	woɹoŋd̪o	w o + ɹ o ŋ + d̪ o	w o + ɹ o.ŋ + d̪ o	1066
664	Nubri	You (plural)	kʰed̪o	kʰed̪o	kʰ e + d̪ o	kʰ e + d̪ o	1160
665	Nubri	Hailstone	kʰaɕjol	kʰaɕjol	kʰ a + ɕ j o l	kʰ a + ɕ.j o.l	349
666	Nubri	Horse	t̪a	t̪a	t̪ a	t̪ a	1294
667	Nubri	Pig	pʰa	pʰa	pʰ a	pʰ a	1356
668	Nubri	Stick	pikpa	pikpa	p i k + p a	p i.k + p a	762
669	Nubri	Stick	peɹka	peɹka	p e ɹ + k a	p e.ɹ + k a	762
670	Nubri	To chew	muɹ	muɹ	m u ɹ	m u.ɹ	1214
671	Nubri	To throw	juk	juk	j u k	j u.k	178
672	Sherpa	Head	ɡo	ɡo	g o	g o	1284
673	Sherpa	Hair	hɹa	hɹa	h ɹ a	h.ɹ a	1282
674	Sherpa	Eye	mik	mik	m i k	m i.k	1246
675	Sherpa	Ear	namdzjok	namdzjok	n a m + !dzj/dʑ o k	n a.m + !dzj/dʑ o.k	1238
676	Sherpa	Nose	nəu	nəu	n əu	n əu	1352
677	Sherpa	Mouth	kʰa	kʰa	kʰ a	kʰ a	1340
678	Sherpa	Teeth	sa	sa	s a	s a	1446
679	Sherpa	Tongue	tɕjalak	tɕjalak	tɕj/tɕ a + l a k	tɕj/tɕ a + l a.k	1444
680	Sherpa	Breast	oma	oma	o + m a	o + m a	1211
681	Sherpa	Belly	tʰopa	tʰopa	t̪ʰ o + p a	t̪ʰ o + p a	1193
682	Sherpa	Skin	kwa	kwa	!kʷ/k !Ø/o + !Ø/w a	!kʷ/k !Ø/o + !Ø/w a	726
683	Sherpa	Bone	ɹukjok	ɹukjok	ɹ u + k j o k	ɹ u + k.j o.k	1208
684	Sherpa	Heart	ɲiŋ	ɲiŋ	ɲ i ŋ	ɲ i.ŋ	1288
685	Sherpa	Blood	tʰak	tʰak	t̪ʰ a k	t̪ʰ a.k	1206
686	Sherpa	House	kʰaŋba	kʰaŋba	kʰ a ŋ + b a	kʰ a.ŋ + b a	1301
687	Sherpa	Firewood	ɕiŋ	ɕiŋ	ɕ i ŋ	ɕ i.ŋ	1254
688	Sherpa	Knife	tʰitɕjuŋ	tʰitɕjuŋ	t̪ʰ i + tɕ j u ŋ	t̪ʰ i + tɕ.j u.ŋ	1313
689	Sherpa	Rope	t̪ʰakpa	t̪ʰakpa	t̪ʰ a k + p a	t̪ʰ a.k + p a	1374
690	Sherpa	Needle	kʰap	kʰap	kʰ a p	kʰ a.p	1348
691	Sherpa	Sun	ɲima	ɲima	ɲ i + m a	ɲ i + m a	1418
692	Sherpa	Moon	əud̪əkar	əud̪əkar	əu + d̪ ə + g/k a r	əu + d̪ ə + g/k a.r	1327
693	Sherpa	Sky	nam	nam	n a m	n a.m	1392
694	Sherpa	Star	kərma	kərma	k ə/a r + m a	k ə/a.r + m a	1410
695	Sherpa	Star	kərdzjaŋ	kərdzjaŋ	k ə/a r + dz j a ŋ	k ə/a.r + dz.j a.ŋ	1410
696	Sherpa	Water	tɕʰju	tɕʰju	tɕʰj/tɕʰ u	tɕʰj/tɕʰ u	1458
697	Sherpa	River	tsəŋbu	tsəŋbu	ts ə ŋ + b u	ts ə.ŋ + b u	1368
698	Sherpa	Cloud	mukpa	mukpa	m u k + p a	m u.k + p a	176
699	Sherpa	Rainbow	dza	dza	dz a	dz a	1358
700	Sherpa	Wind	luŋ	luŋ	l u ŋ	l u.ŋ	1485
701	Sherpa	Stone	d̪o	d̪o	d̪ o	d̪ o	1416
702	Sherpa	Sand	pʰema	pʰema	pʰ e + m a	pʰ e + m a	1382
703	Sherpa	Fire	me	me	m e	m e	1251
704	Sherpa	Mud	t̪ʰala	t̪ʰala	t̪ʰ a + l a	t̪ʰ a + l a	1342
705	Sherpa	Dust	t̪ʰald̪uk	t̪ʰald̪uk	t̪ʰ a + l !Ø/a + d̪ u k	t̪ʰ a + l !Ø/a + d̪ u.k	1237
706	Sherpa	Tree	d̪oŋbu	d̪oŋbu	d̪ o ŋ + b u	d̪ o.ŋ + b u	1039
707	Sherpa	Leaf	d̪əma	d̪əma	d̪ ə + m a	d̪ ə + m a	9
708	Sherpa	Root	dzət̪ak	dzət̪ak	dz ə + t̪ a k	dz ə + t̪ a.k	1371
709	Sherpa	Flower	mend̪o	mend̪o	m e + ⁿd̪/d̪ o	m e + ⁿd̪/d̪ o	1257
710	Sherpa	Fruit	pʰalpʰul	pʰalpʰul	pʰ a l + pʰ u l	pʰ a.l + pʰ u.l	310
711	Sherpa	Wheat (husked)	tʰa	tʰa	t̪ʰ a	t̪ʰ a	1091
712	Sherpa	Barley	dzəu	dzəu	!dz/ts əu	!dz/ts əu	1190
713	Sherpa	Salt	tsʰa	tsʰa	tsʰ a	tsʰ a	1380
714	Sherpa	Meat	ɕja	ɕja	ɕ j a	ɕ.j a	1325
715	Sherpa	Fish	ɲa	ɲa	ɲ a	ɲ a	1255
716	Sherpa	Egg	tɕʰeɡoŋa	tɕʰeɡoŋa	tɕʰ e + g o + ŋ a	tɕʰ e + g o + ŋ a	1242
717	Sherpa	Horns	arkjok	arkjok	!a/r !r/a + k j o k	!a/r.!r/a + k.j o.k	1292
718	Sherpa	Tail	ŋəma	ŋəma	ŋ ə + m a	ŋ ə + m a	1419
719	Sherpa	Goat	ra	ra	r a	r a	1269
720	Sherpa	Dog	ki	ki	!k/kʰ i	!k/kʰ i	1231
721	Sherpa	Snake	dul	dul	d̪ u l	d̪ u.l	1401
722	Sherpa	Mosquito	lamkʰute	lamkʰute	l a m + !kʰ/k u + t̪ e	l a.m + !kʰ/k u + t̪ e	523
723	Sherpa	Ant	tʰəksəŋma	tʰəksəŋma	t̪ʰ ə k + s ə ŋ + m a	t̪ʰ ə.k + s ə.ŋ + m a	1183
724	Sherpa	Spider	bəldzjaŋ	bəldzjaŋ	b ə l + dz j a ŋ	b ə.l + dz.j a.ŋ	748
725	Sherpa	Name	min	min	m i n	m i.n	1344
726	Sherpa	Woman	pʰumpʰedza	pʰumpʰedza	pʰ u m + pʰ e + dz a	pʰ u.m + pʰ e + dz a	1134
727	Sherpa	Father	apa	apa	a + p a	a + p a	1249
728	Sherpa	Mother	ama	ama	a + m a	a + m a	1338
729	Sherpa	Son	pʰudʑjuŋ	pʰudʑjuŋ	pʰ u + dʑ j u ŋ	pʰ u + dʑ.j u.ŋ	1403
730	Sherpa	Daughter	pʰumu	pʰumu	pʰ u + m u	pʰ u + m u	1227
731	Sherpa	Husband	kʰjoa	kʰjoa	kʰ j o + Ø/w a	kʰ.j o + Ø/w a	1304
732	Sherpa	Wife	pʰermi	pʰermi	pʰ e r + m i	pʰ e.r + m i	1121
733	Sherpa	Morning	tʰop	tʰop	t̪ʰ o p	t̪ʰ o.p	91
734	Sherpa	Yesterday	d̪aŋ	d̪aŋ	d̪ a ŋ	d̪ a.ŋ	1151
735	Sherpa	Today	ariŋ	ariŋ	a + r i ŋ	a + r i.ŋ	1439
736	Sherpa	Tomorrow	sala	sala	s a + l a	s a + l a	1031
737	Sherpa	Year	lo	lo	l o	l o	1494
738	Sherpa	New	samba	samba	s a + ⁿb/b a	s a + ⁿb/b a	1349
739	Sherpa	Good	lemu	lemu	l e + m u	l e + m u	1273
740	Sherpa	Bad	melokpa	melokpa	m e + l o k + p a	m e + l o.k + p a	112
741	Sherpa	Wet	tʰeŋa	tʰeŋa	t̪ʰ e ŋ + !Ø/ŋ a	t̪ʰ e.ŋ + !Ø/ŋ a	179
742	Sherpa	Dry	kaŋbu	kaŋbu	k a ŋ + b u	k a.ŋ + b u	1234
743	Sherpa	Long	riŋbu	riŋbu	r i ŋ + b u	r i.ŋ + b u	1321
744	Sherpa	Short	t̪ʰinme	t̪ʰinme	t̪ʰ i n + m e	t̪ʰ i.n + m e	1386
745	Sherpa	Hot	tsʰand̪i	tsʰand̪i	tsʰ a + ⁿd̪/d̪ i	tsʰ a + ⁿd̪/d̪ i	1296
746	Sherpa	Cold	tʰeŋa	tʰeŋa	t̪ʰ e ŋ + !Ø/ŋ a	t̪ʰ e.ŋ + !Ø/ŋ a	179
747	Sherpa	Right	laɡpaɡa	laɡpaɡa	l a g/k + p a + g a	l a.g/k + p a + g a	660
748	Sherpa	Left	pʰiloɡpa	pʰiloɡpa	pʰ i + l !o/a g/k + p a	pʰ i + l !o/a.g/k + p a	437
749	Sherpa	Near	t̪ʰakŋemo	t̪ʰakŋemo	t̪ʰ a k + ŋ e + m o	t̪ʰ a.k + ŋ e + m o	1345
750	Sherpa	Far	t̪ʰakriŋbu	t̪ʰakriŋbu	t̪ʰ a k + r i ŋ + b u	t̪ʰ a.k + r i.ŋ + b u	1247
751	Sherpa	Big	tɕʰend̪i	tɕʰend̪i	tɕʰ e + ⁿd̪/d̪ i	tɕʰ e + ⁿd̪/d̪ i	1195
752	Sherpa	Small	tikpe	tikpe	t̪ i k + p e	t̪ i.k + p e	733
753	Sherpa	Heavy	tsend̪i	tsend̪i	!ts/tɕ e + ⁿd̪/d̪ i	!ts/tɕ e + ⁿd̪/d̪ i	1290
754	Sherpa	Light	jeŋɡa	jeŋɡa	j e ŋ + g a	j e.ŋ + g a	1319
755	Sherpa	Above	jajo	jajo	j a + j o	j a + j o	4
756	Sherpa	White	karbu	karbu	k a r + b u	k a.r + b u	1472
757	Sherpa	Black	nakpu	nakpu	n a k + p u	n a.k + p u	1203
758	Sherpa	Red	mərbu	mərbu	m !ə/a r + b u	m !ə/a.r + b u	1360
759	Sherpa	One	tɕik	tɕik	tɕ i k	tɕ i.k	1354
760	Sherpa	Two	ɲi	ɲi	ɲ i	ɲ i	1452
761	Sherpa	Three	sum	sum	s u m	s u.m	1433
762	Sherpa	Four	ɕi	ɕi	ɕ i	ɕ i	1262
763	Sherpa	Five	ŋa	ŋa	ŋ a	ŋ a	1310
764	Sherpa	Six	tʰuk	tʰuk	t̪ʰ u k	t̪ʰ u.k	1388
765	Sherpa	Seven	d̪in	d̪in	d̪ i n	d̪ i.n	1384
766	Sherpa	Eight	ɡeʔ	ɡeʔ	g e ʔ	g e.ʔ	1245
767	Sherpa	Nine	ɡu	ɡu	g u	g u	1351
768	Sherpa	Ten	tɕju	tɕju	tɕj/tɕ u	tɕj/tɕ u	1422
769	Sherpa	Twenty	ɲiɕju	ɲiɕju	ɲ i + ɕ/tɕ u	ɲ i + ɕ/tɕ u	1451
770	Sherpa	One Hundred	ɡjatɕik	ɡjatɕik	g j a + tɕ i k	g.j a + tɕ i.k	1303
771	Sherpa	Who	su	su	s u	s u	1474
772	Sherpa	What	kʰaŋ	kʰaŋ	kʰ a ŋ	kʰ a.ŋ	1090
773	Sherpa	Where	kʰani	kʰani	kʰ a + n i	kʰ a + n i	1470
774	Sherpa	This	d̪i	d̪i	d̪ i	d̪ i	1428
775	Sherpa	That	t̪ʰi	t̪ʰi	t̪ʰ i	t̪ʰ i	785
776	Sherpa	Many	ala	ala	a + l a	a + l a	482
777	Sherpa	All	jukəj	jukəj	j u + k əi	j u + k əi	148
778	Sherpa	To eat	sap	sap	s a p	s a.p	1240
779	Sherpa	To bite	sət̪əbu	sət̪əbu	s ə + t̪ ə + b u	s ə + t̪ ə + b u	850
780	Sherpa	To drink	t̪ʰuŋɡu	t̪ʰuŋɡu	t̪ʰ u ŋ + g u	t̪ʰ u.ŋ + g u	1232
781	Sherpa	To sleep	ŋiloku	ŋiloku	ŋ i + l o + k u	ŋ i + l o + k u	5
782	Sherpa	To give	t̪eru	t̪eru	t̪ e Ø/r + r u	t̪ e.Ø/r + r u	1268
783	Sherpa	To die	ɕiu	ɕiu	ɕ i + u	ɕ i + u	1230
784	Sherpa	To kill	seku	seku	s e + k u	s e + k u	1311
785	Sherpa	To fly	pʰirku	pʰirku	pʰ i r + k u	pʰ i.r + k u	1259
786	Sherpa	To walk	dop	dop	!d/d̪ o p	!d/d̪ o.p	1453
787	Sherpa	To run	tɕʰjoŋɡu	tɕʰjoŋɡu	tɕʰj/tɕʰ o ŋ + g u	tɕʰj/tɕʰ o.ŋ + g u	967
788	Sherpa	To come	uŋgu	uŋgu	u ŋ + g u	u.ŋ + g u	1223
789	Sherpa	I	ŋa	ŋa	ŋ a	ŋ a	1310
790	Sherpa	You (informal)	kʰjoroŋ	kʰjoroŋ	kʰ j o + r o ŋ	kʰ.j o + r o.ŋ	1430
791	Sherpa	We (inclusive)	oraŋ	oraŋ	o + r a ŋ	o + r a.ŋ	1066
792	Sherpa	You (plural)	kʰiraŋd̪iba	kʰiraŋd̪iba	kʰ i + r a ŋ + d̪ i + b a	kʰ i + r a.ŋ + d̪ i + b a	1160
793	Sherpa	Hailstone	sertɕjuŋma	sertɕjuŋma	s e r + tɕ j u ŋ + m a	s e.r + tɕ.j u.ŋ + m a	1280
794	Sherpa	Horse	t̪a	t̪a	t̪ a	t̪ a	1294
795	Sherpa	Pig	pʰakpa	pʰakpa	pʰ a k + p a	pʰ a.k + p a	1356
796	Sherpa	Stick	t̪oŋləŋ	t̪oŋləŋ	t̪ o ŋ + l ə ŋ	t̪ o.ŋ + l ə.ŋ	177
797	Sherpa	To chew	leku	leku	l e + k u	l e + k u	867
798	Sherpa	To throw	juku	juku	j u + k u	j u + k u	178
799	Tsum	Head	ŋɡo	ŋɡo	ⁿg/g o	ⁿg/g o	1284
800	Tsum	Hair	tɹa	tɹa	t̪ ɹ a	t̪.ɹ a	1282
801	Tsum	Eye	miʔ	miʔ	m i ʔ	m i.ʔ	1246
802	Tsum	Ear	amdʑjoʔ	amdʑjoʔ	a m + dʑj/dʑ o ʔ	a.m + dʑj/dʑ o.ʔ	1239
803	Tsum	Nose	na	na	n a	n a	1352
804	Tsum	Mouth	kʰa	kʰa	kʰ a	kʰ a	1340
805	Tsum	Teeth	sa	sa	s a	s a	534
806	Tsum	Tongue	tɕe	tɕe	tɕ e	tɕ e	1444
807	Tsum	Breast	paʔ	paʔ	p a ʔ	p a.ʔ	123
808	Tsum	Belly	pʰowa	pʰowa	pʰ o + w a	pʰ o + w a	1192
809	Tsum	Skin	koa	koa	k o + !Ø/w a	k o + !Ø/w a	726
810	Tsum	Bone	ɹiɡoʔ	ɹiɡoʔ	ɹ i + g o ʔ	ɹ i + g o.ʔ	1208
811	Tsum	Heart	ɲiŋ	ɲiŋ	ɲ i ŋ	ɲ i.ŋ	1288
812	Tsum	Blood	tʰɹaʔ	tʰɹaʔ	t̪ʰ ɹ a ʔ	t̪ʰ.ɹ a.ʔ	1206
813	Tsum	House	koɹtsa	koɹtsa	k o ɹ + ts a	k o.ɹ + ts a	405
814	Tsum	House	kʰim	kʰim	kʰ i m	kʰ i.m	1300
815	Tsum	Firewood	ɕiŋ	ɕiŋ	ɕ i ŋ	ɕ i.ŋ	1254
816	Tsum	Knife	tʰɹiu	tʰɹiu	t̪ʰ ɹ iu	t̪ʰ.ɹ iu	1313
817	Tsum	Rope	t̪ʰakpa	t̪ʰakpa	t̪ʰ a k + p a	t̪ʰ a.k + p a	1374
818	Tsum	Needle	kʰap	kʰap	kʰ a p	kʰ a.p	1348
819	Tsum	Sun	ɲiã	ɲiã	ɲ i + !Ø/m ã/a	ɲ i + !Ø/m ã/a	1418
820	Tsum	Moon	nd̪akar	nd̪akar	ⁿd/d̪ a + k a ɹ	ⁿd/d̪ a + k a.ɹ	1327
821	Tsum	Sky	n̪am	n̪am	!n̪/n a m	!n̪/n a.m	1392
822	Tsum	Star	kaɹma	kaɹma	k a ɹ + m a	k a.ɹ + m a	1410
823	Tsum	Water	tɕʰju	tɕʰju	tɕʰj/tɕʰ u	tɕʰj/tɕʰ u	1458
824	Tsum	River	tsaŋbo	tsaŋbo	ts a ŋ + b o	ts a.ŋ + b o	1368
825	Tsum	Cloud	mukpaʔ	mukpaʔ	m u k + p a ʔ	m u.k + p a.ʔ	176
826	Tsum	Rainbow	ndʑjabe	ndʑjabe	ⁿdʑj/dʑ a + b e	ⁿdʑj/dʑ a + b e	1358
827	Tsum	Wind	hlapa	hlapa	h l a + p a	h.l a + p a	1486
828	Tsum	Stone	t̪o	t̪o	t̪ o	t̪ o	1416
829	Tsum	Sand	ijãʔ	ijãʔ	i + j ã ʔ	i + j ã.ʔ	715
830	Tsum	Fire	me	me	m e	m e	1251
831	Tsum	Mud	sa	sa	s a	s a	534
832	Tsum	Dust	t̪ʰala	t̪ʰala	t̪ʰ a + l a	t̪ʰ a + l a	1237
833	Tsum	Tree	t̪oŋbo	t̪oŋbo	t̪ o ŋ + b o	t̪ o.ŋ + b o	1039
834	Tsum	Leaf	hlawa	hlawa	h l a + w a	h.l a + w a	11
835	Tsum	Root	tɹat̪oʔ	tɹat̪oʔ	t̪ ɹ a + t̪ o ʔ	t̪.ɹ a + t̪ o.ʔ	182
836	Tsum	Flower	mend̪oʔ	mend̪oʔ	m e + ⁿd̪/d̪ o ʔ	m e + ⁿd̪/d̪ o.ʔ	1257
837	Tsum	Fruit	ɕiŋd̪oʔ	ɕiŋd̪oʔ	ɕ i ŋ + d̪ o ʔ	ɕ i.ŋ + d̪ o.ʔ	1263
838	Tsum	Wheat (husked)	ne	ne	n e	n e	1092
839	Tsum	Barley	tsau	tsau	ts au	ts au	1190
840	Tsum	Salt	tsʰa	tsʰa	tsʰ a	tsʰ a	1380
841	Tsum	Meat	ɕja	ɕja	ɕ j a	ɕ.j a	1325
842	Tsum	Fish	ɲa	ɲa	ɲ a	ɲ a	1255
843	Tsum	Egg	koã	koã	k o + !Ø/ŋ !ã/a	k o + !Ø/ŋ !ã/a	1242
844	Tsum	Horns	padʑjo	padʑjo	p a + dʑj/dʑ o	p a + dʑj/dʑ o	43
845	Tsum	Tail	ŋa	ŋa	ŋ a	ŋ a	1310
846	Tsum	Goat	ɹa	ɹa	ɹ a	ɹ a	1269
847	Tsum	Dog	ki	ki	!k/kʰ i	!k/kʰ i	1231
848	Tsum	Snake	tɹul	tɹul	t̪ ɹ u l	t̪.ɹ u.l	1401
849	Tsum	Mosquito	lamkute	lamkute	l a m + k u + t̪ e	l a.m + k u + t̪ e	523
850	Tsum	Ant	tɹomu	tɹomu	t̪ ɹ o + m u	t̪.ɹ o + m u	1183
851	Tsum	Spider	tɹaula	tɹaula	t̪ ɹ au + l a	t̪.ɹ au + l a	60
852	Tsum	Name	min	min	m i n	m i.n	1344
853	Tsum	Woman	poĩpiza	poĩpiza	p oĩ + p i + z a	p oĩ + p i + z a	1134
854	Tsum	Father	awa	awa	a + w a	a + w a	1249
855	Tsum	Mother	ãã	ãã	!ã/a + !Ø/m !ã/a	!ã/a + !Ø/m !ã/a	1338
856	Tsum	Son	pu	pu	p u	p u	1403
857	Tsum	Daughter	poõ	poõ	p o/u + Ø/m õ/o	p o/u + Ø/m õ/o	1227
858	Tsum	Husband	kʰjowa	kʰjowa	kʰ j o + w a	kʰ.j o + w a	413
859	Tsum	Wife	tɕʰjumma	tɕʰjumma	tɕʰ j u m + m a	tɕʰ.j u.m + m a	74
860	Tsum	Morning	ɕjuo	ɕjuo	ɕ j uo	ɕ.j uo	1330
861	Tsum	Yesterday	nd̪aŋ	nd̪aŋ	ⁿd/d̪ a ŋ	ⁿd/d̪ a.ŋ	1151
862	Tsum	Today	t̪iɾiŋ	t̪iɾiŋ	t̪ i + ɹ i ŋ	t̪ i + ɹ i.ŋ	1438
863	Tsum	Tomorrow	ŋaɾt̪o	ŋaɾt̪o	ŋ a ɹ + t̪ o	ŋ a.ɹ + t̪ o	1028
864	Tsum	Year	lo	lo	l o	l o	1494
865	Tsum	New	samba	samba	s a + ⁿb/b a	s a + ⁿb/b a	1349
866	Tsum	Good	jamu	jamu	j a + m u	j a + m u	1272
867	Tsum	Bad	nepo	nepo	n e + p o	n e + p o	1185
868	Tsum	Wet	nd̪ompa	nd̪ompa	ⁿd/d̪ o m + p a	ⁿd/d̪ o.m + p a	1462
